alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
OYE2,2.2640899487,2.863714888,2.37112147864,2.74399856189,2.50016127966,2.77594996707,2.40134005524,2.81389951122,3.00874023098,2.71400611729,2.75376797486,2.64015330382,2.71126286656,3.7555821901,"Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); responsible for geraniol reduction into citronellol during fermentation; homologous to Oye3p with different ligand binding and catalytic properties; may be involved in sterol metabolism, oxidative stress response, and programmed cell death; protein abundance increases in response to DNA replication stress",Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); resp...
GPI16,2.78359139823,1.95734136027,2.74393373761,1.75722682762,2.59806187099,1.69110494254,2.70945529291,1.73217357197,2.14062502566,1.96200134569,2.37481131606,1.95248812055,1.59333104175,1.7240311431,Subunit of the glycosylphosphatidylinositol transamidase complex; transmembrane protein; adds GPIs to newly synthesized proteins; human PIG-Tp homolog,Subunit of the glycosylphosphatidylinositol transamidase complex; transmemb...
UTP9,0.992538743028,1.4566640732,1.25328075215,1.40125132049,1.14707492255,1.25157759573,0.928703377388,1.16922229469,1.37040699863,1.57465958091,1.54180245918,1.37609011955,2.13851813534,1.85883760285,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA,Nucleolar protein; component of the small subunit (SSU) processome containi...
RPS4B,2.58737805337,3.14682619346,2.76861297338,3.09798234908,2.70701363385,2.979353075,2.45080682735,2.75285975277,2.75482702114,3.17437637236,2.7756853271,3.16107429455,3.01414861567,2.88343336495,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication",Protein component of the small (40S) ribosomal subunit; homologous to mamma...
FLO5,-1.5,-1.5,-1.5,-1.5,-1.08845352436,-1.5,-1.5,-1.5,0.621545124352,-1.5,0.0147893345133,-1.5,-0.568323286032,-1.00061398174,"Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; FLO5 has a paralog, FLO1, that arose from a segmental duplication",Lectin-like cell wall protein (flocculin) involved in flocculation; binds m...
PHO12,1.01594291752,-1.5,0.866510461554,-0.389211307665,0.841839783397,-0.74797655159,0.635837589661,-0.0521806022405,-1.5,-1.5,0.978940909525,-1.5,0.860715087284,0.703900282772,"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog, PHO11, that arose from a segmental duplication",One of three repressible acid phosphatases; glycoprotein that is transporte...
YIA6,0.937459707223,1.20092558685,0.856908540664,0.78757798714,1.09552197769,1.0398275772,1.21056689314,1.3727863809,1.52057745063,1.00929092713,1.77551896262,1.30877662732,0.829228439662,0.874058998678,"Mitochondrial NAD+ transporter; involved in the transport of NAD+ into the mitochondria (see also YEA6); member of the mitochondrial carrier subfamily; disputed role as a pyruvate transporter; has putative mouse and human orthologs; YIA6 has a paralog, YEA6, that arose from the whole genome duplication",Mitochondrial NAD+ transporter; involved in the transport of NAD+ into the ...
MNT3,2.09003923129,1.19514261882,1.8446499758,1.15286288138,1.62218088604,1.04627906558,1.52700321984,1.15525499016,1.29294573298,1.45066599044,1.8903099258,1.22727294536,1.25480923579,1.26083771075,"Alpha-1,3-mannosyltransferase; adds the fourth and fifth alpha-1,3-linked mannose residues to O-linked glycans during protein O-glycosylation","Alpha-1,3-mannosyltransferase; adds the fourth and fifth alpha-1,3-linked m..."
RPB3,1.60880141038,2.12214476322,1.70578674375,2.11011691283,1.82434318589,2.05740246595,1.84081739985,2.10704171739,2.01086447519,2.18123498085,1.49801318822,1.98011833048,2.29039483303,2.14009067054,RNA polymerase II third largest subunit B44; part of central core; similar to prokaryotic alpha subunit,RNA polymerase II third largest subunit B44; part of central core; similar ...
ULP2,-1.5,0.582022620844,0.306191436404,0.645796275855,0.551683691537,0.739328702925,0.64281644958,0.909040767118,0.337403054183,1.13075065062,1.23579724266,0.468024911702,0.703837144565,0.74054981336,Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate,Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a rol...
APQ12,2.69150874736,2.16987451665,2.58933376996,2.13145256219,2.48250375011,2.0692629725,2.52066304181,2.19116754605,1.99019575692,2.14009067687,2.49738331939,2.48879439974,2.60272094534,2.42747383869,"Protein required for nuclear envelope morphology; nuclear pore complex localization, mRNA export from the nucleus; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism",Protein required for nuclear envelope morphology; nuclear pore complex loca...
SYG1,1.87618129622,1.64133662206,1.51401317504,1.38935702459,1.38914894314,1.25169110044,1.13999840637,1.14265511977,1.61420099961,1.80188448045,1.93608930124,1.64128226522,1.41457275194,1.56272632045,Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency,Plasma membrane protein of unknown function; truncation and overexpression ...
YIL055C,0.887992257257,0.79927561877,0.680567854312,0.658929291127,0.701989899833,0.90222403853,1.05195497375,1.25920143133,0.253626056446,1.00558096772,1.15202024492,-1.5,1.02120529538,1.09684980181,Putative protein of unknown function,Putative protein of unknown function
FIS1,1.19389810425,2.02600021972,1.57273942545,1.87510370974,1.69710591388,1.87713666649,1.86815043871,2.17109756328,2.00668993478,1.69169805643,1.45792609192,1.83628179664,2.13607634017,2.14581415379,Protein involved in mitochondrial fission and peroxisome abundance; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation,Protein involved in mitochondrial fission and peroxisome abundance; require...
SPO22,-1.5,0.130417289183,0.187800783781,0.291100957203,0.35189033287,0.108426972336,0.492241113583,0.488469669198,0.061888981577,0.114873888518,0.534314437784,0.794570830425,0.377170549513,0.422001108529,Meiosis-specific protein essential for chromosome synapsis; involved in completion of nuclear divisions during meiosis; induced early in meiosis,Meiosis-specific protein essential for chromosome synapsis; involved in com...
SDS3,1.09153079938,1.41778750886,1.03464355102,1.34534141686,1.19925919888,1.39356431058,1.32420932824,1.55743338567,1.49058835406,1.43442879157,1.23062005044,1.26902769346,1.93828379119,1.77151923496,"Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes",Component of the Rpd3L histone deacetylase complex; required for its struct...
RSM25,1.26365587122,1.84394601369,1.26708483359,1.70975999475,1.29950226341,1.46352422945,1.45758181108,1.60630958483,2.41461950542,2.15939583207,2.45066867459,2.1748848759,1.91654251474,1.82403440369,Mitochondrial ribosomal protein of the small subunit,Mitochondrial ribosomal protein of the small subunit
YIL102C,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.026473108733,Putative protein of unknown function,Putative protein of unknown function
putative metalloendopeptidase,1.1784426604,1.6833528457,1.26178647454,1.70700927751,1.30174282461,1.69573143049,1.52637878482,1.85910331665,1.46355686277,1.84105286122,1.69495025299,1.45284956749,1.73995177952,1.92775758736,Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress,Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication ...
HIS5,1.27589032763,1.69532917761,1.63414511805,1.78100467407,1.75369355748,2.04003011631,1.75778379033,2.09893243806,1.41967537721,1.63236112702,-1.5,1.19811471662,2.06420411938,2.32614734529,"Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts",Histidinol-phosphate aminotransferase; catalyzes the seventh step in histid...
AYR1,1.51353334443,2.26471355228,1.90913725982,2.33497902446,1.96850904437,2.22310084539,1.90243588752,2.36383336609,2.15792074458,2.2543713453,1.47653133644,2.39000024285,1.98449918524,2.02638536361,"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones; oleic acid inducible",Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-depend...
CSM2,-1.5,0.967133560499,0.631716686075,0.729877219846,0.568817845896,0.547203234978,-1.5,1.00891597829,-1.5,1.07652889644,1.56291623534,0.853135851357,1.45692486952,1.2075648574,"Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function; structural analysis reveals a similar DNA-binding region in both Psy3p and Csm2p and that both regions work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis","Component of the Shu complex, which promotes error-free DNA repair; Shu com..."
REV7,1.21691246768,0.906347079573,0.896783784539,0.794029475529,1.09785689988,0.963538008772,1.51804837719,1.29800806057,-1.5,0.714712419854,0.657031714398,1.09337936609,1.62618161682,1.53372300084,"Accessory subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev3p, Pol31p and Pol32p",Accessory subunit of DNA polymerase zeta; involved in translesion synthesis...
RPL40A,2.95826107015,3.3088771255,3.10702192777,3.34491441268,3.0965316389,3.30239897482,2.82718415467,3.11361185829,3.04059364064,3.27770190182,2.85806592149,3.22964152261,3.47743505276,3.27846093538,"Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress",Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yie...
UBP7,0.655470327255,0.964693697442,0.959929285289,0.966319445705,1.01353601418,0.882776933838,0.92857751317,1.07164664684,0.924194113436,0.919187073401,1.3174383236,0.8506959883,0.85926443966,1.03038878937,"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication",Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 ha...
YIL163C,0.838922685957,-1.5,0.439612756774,0.211919711155,0.573739082486,0.154184462895,0.458817358096,0.548950416579,-1.5,-1.5,-1.5,-1.5,0.695929312138,0.865698607762,Protein of unknown function; mRNA identified as translated by ribosome profiling data,Protein of unknown function; mRNA identified as translated by ribosome prof...
Y' element ATP-dependent helicase,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative Y' element ATP-dependent helicase,Putative Y' element ATP-dependent helicase
MPH1,-0.0898407007916,1.18317049674,0.448701463276,0.839458825174,0.636201771429,0.816485683172,0.609235217395,0.942406324564,1.16788770109,1.01001924272,0.651308541596,1.02966424631,0.962142528604,0.958124520083,"3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA in error-free bypass pathway, stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; similar to FANCM human Fanconi anemia complementation group protein that with MHF complex is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases",3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap...
DSN1,0.748746055608,0.961059412786,0.832547744834,1.18244092116,1.02138154721,1.1054005177,0.927948738655,1.20889631301,0.989441118189,1.18855406081,1.43190335102,0.722122967037,1.17978394952,1.08991593464,Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; phosphorylation of Dsn1p promotes interaction between outer and inner kinetochore proteins; N-terminal end interacts with monopolin subunit Csm1p and is essential for meiotic but not mitotic chromosome segregation; important for chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND); modified by sumoylation,Essential component of the MIND kinetochore complex; joins kinetochore subu...
